Sector Name,Department,Property Centre,Region,ePIMS Property Ref,Department Building Ref,Building Name,Road,Postcode,Latitude,Longitude,Building Floor Area,Floor Type Description,Building Type,Construction Date,Building Usage,Number of Floors,Refurbishment Date,Listed Building Description,DEC Certificate Reference Number,DEC Property Reference Number,DEC Operational Rating,DEC Operational Rating Value,EPC Certificate Reference,EPC Property Reference,EPC Issue Date,EPC Asset Rating,EPC Asset Rating Value,Occupied NIA,Total Office Based Staff and Contractors (FTE),Number of Workstations,Total occupancy cost,Total property cost,Total Property cost by NIA,Total property cost by Occupied NIA,Total property cost per FTE,Total Occupancy Cost per FTE,Sqm per office based FTE,Energy consumption (Kwh),Water Consumption (M3),Waste (tonnes),CO2  equivalent (tonnes),CO2  per FTE (tonnes),Non recycled waste per FTE (tonnes),,
Central Civil Estate,Crown Prosecution Service,CPS - LONDON,London,152213,1,THE COOPERAGE,GAINSFORD STREET,SE1 2NE,51.50302563,-0.075282384,"2,786.00",,"Top Quality, Air Conditioned",1980  -  1989,Office,,,,9200-8938-0170-0190-6070,'877386900000,G,207,,,,,,2786,197,174,,"$1,607,265.00 ",$576.91 ,$577.00 ,"$8,159.00 ",,14.1,"1,113,855.00",621,,503,2.55,,,
Central Civil Estate,Crown Prosecution Service,CPS - MERSEYSIDE,North West,154026,1,ROYAL LIVER BUILDING,ST NICHOLAS PLACE,L3 1HT,53.40582784,-2.995878396,"2,609.60",Not Known,"Average, NOT Air Conditioned, Good but Older",1900  -  1925,Office,,,,1111-1111-1111-1111-1111,'829720840000,D,100,,,,,,2610,233,165,,"$835,617.00 ",$320.21 ,$320.00 ,"$3,586.00 ",,11.2,"171,235.00",,,92,0.39,,,
Central Civil Estate,Crown Prosecution Service,CPS - MERSEYSIDE,North West,441829,1,HERON HOUSE,HOUGOUMONT AVENUE,L22 0LL,53.47508465,-3.022782079,"1,466.80",,"Average, NOT Air Conditioned, Good but Older",1960  -  1969,Office,,,,1111-1111-1111-1111-1111,'511281980000,D,100,,,,,,175,38,17,,"$215,624.00 ",$147.00 ,"$1,234.00 ","$5,674.00 ",,4.6,"222,611.00",323,,79,2.07,,,
Central Civil Estate,Crown Prosecution Service,CPS - NORFOLK,East of England,301863,1,CARMELITE HOUSE,ST. JAMES COURT,NR3 1SL,52.63527574,1.30098796,"1,451.33",Not Known,"Good to Average, Air Conditioned",2000  -  2009,Office,4,,Not BSAHI,0170-0510-6929-7820-3096,'772935860000,G,9999,,,,,,1455,91,60,,"$487,325.00 ",$335.78 ,$335.00 ,"$5,355.00 ",,16,"106,385.00",,,57,0.63,,,
Central Civil Estate,Crown Prosecution Service,CPS - NORTH WALES,Wales,177102,177102,Llys Eirias Colwyn Bay,HERITAGE GATE ,LL29 8BW,53.28830596,-3.716555602,825.92,Concrete,"Average, NOT Air Conditioned, Good but Older",Unknown,Office,3,01-Aug-08,Not BSAHI,,,,,,,,,,826,30,25,,"$227,756.00 ",$275.76 ,$276.00 ,"$7,592.00 ",,27.5,,,,,,,,
Central Civil Estate,Crown Prosecution Service,CPS - NORTH WALES,Wales,196411,1,BROMFIELD HOUSE,ELLICE WAY,LL13 7YW,53.04910361,-3.010412874,709,Not Known,Top Quality but NOT Air Conditioned,1990  -  1999,Office,2,,Not BSAHI,,,,,,,,,,660,55,22,,"$165,334.00 ",$233.19 ,$251.00 ,"$3,006.00 ",,12,"216,497.00",458,,68,1.23,,,
Central Civil Estate,Crown Prosecution Service,CPS - NORTH YORKSHIRE,Yorkshire and the Humber,216612,216612,ATHENA HOUSE,KETTLESTRING LANE,YO30 4XF,53.9870787,-1.100434713,"1,102.69",Not Known,Top Quality but NOT Air Conditioned,2000  -  2009,Office,1,,Not BSAHI,0860-0310-4749-6620-7092,'664773640000,G,9999,,,,,,2206,54,48,,"$210,313.00 ",$190.73 ,$95.00 ,"$3,895.00 ",,40.8,,,,,,,,
Central Civil Estate,Crown Prosecution Service,CPS - NORTHUMBRIA,North East,444505,1,ST ANN'S QUAY,QUAYSIDE,NE1 3BD,54.97137095,-1.596178562,"2,695.40",Not Known,"Good to Average, Air Conditioned",2000  -  2009,Office,,,Not BSAHI,9200-1939-0180-9120-6074,'178396290000,G,227,,,,,,2698,207,154,,"$1,051,020.00 ",$389.93 ,$390.00 ,"$5,077.00 ",,13,"1,130,569.00",1269,,404,1.95,,,
Central Civil Estate,Crown Prosecution Service,CPS - NOTTINGHAMSHIRE,East Midlands,56623,1,KING EDWARD COURT,KING EDWARD STREET,NG1 1EL,52.95593444,-1.144629431,"1,622.03",Not Known,"Top Quality, Air Conditioned",1980  -  1989,Office,,,Not BSAHI,9200-8938-0130-1890-4050,'853384910000,E,109,,,,,,2973,174,145,,"$692,478.00 ",$426.92 ,$233.00 ,"$3,980.00 ",,17.1,"786,915.00",1396,,256,1.47,,,
Central Civil Estate,Crown Prosecution Service,CPS - SOUTH WALES,Wales,176675,1,CAMBRIAN HOUSE,PENTREBACH,CF48 4XA,51.72144597,-3.356740849,"1,266.92",Not Known,Standard Office Building,1980  -  1989,Office,7,,Not BSAHI,0150-0710-2039-2320-7092,'523077320000,E,113,,,,,,1262,52,37,,"$244,598.00 ",$193.07 ,$194.00 ,"$4,704.00 ",,24.3,"269,599.00",385,,104,2,,,
Central Civil Estate,Crown Prosecution Service,CPS - SOUTH WALES,Wales,388261, CPS1,CAPITAL TOWER (CPS),GREYFRIARS ROAD,CF10 3PL,51.48295749,-3.1775796,"1,833.90",Concrete,Top Quality but NOT Air Conditioned,1960  -  1969,Office,4,,Not BSAHI,9200-6971-0180-7100-0094,'698710070000,G,9999,,,,,,1865,172,65,,"$654,243.00 ",$356.75 ,$351.00 ,"$3,804.00 ",,10.8,,,,,,,,
Central Civil Estate,Crown Prosecution Service,CPS - SOUTH YORKSHIRE,Yorkshire and the Humber,235040,1,GREENFIELD HOUSE,SCOTLAND STREET,S3 7BS,53.38573652,-1.472660858,"1,845.20",Other,Standard Office Building,1990  -  1999,Office,4,01-Jan-96,Not BSAHI,9549-1060-0908-0790-1525,'598957640000,E,115,,,,,,1841,174,122,,"$263,312.00 ",$142.70 ,$143.00 ,"$1,513.00 ",,10.6,"1,076,803.00",2024,,372,2.14,,,
Central Civil Estate,Crown Prosecution Service,CPS - SOUTH YORKSHIRE,Yorkshire and the Humber,235040,2,WAREHOUSE,SCOTLAND STREET,S3 7BS,53.38573652,-1.472660858,246.8,Concrete,Storage  -  Permanent,1990  -  1999,Storage,1,01-Jan-96,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central Civil Estate,Crown Prosecution Service,CPS - SOUTH YORKSHIRE,Yorkshire and the Humber,235040,3,ANCILLARY OFFICE,SCOTLAND STREET,S3 7BS,53.38573652,-1.472660858,"1,944.00",Other,"Portakabins, etc.",1990  -  1999,Storage,2,01-Jan-96,Not BSAHI,9549-1060-0908-0790-1525,'598957640000,E,115,,,,,,,,,,,,,,,,,,,,,,,
Central Civil Estate,Crown Prosecution Service,CPS - STAFFORDSHIRE,West Midlands,524338,524338,Building 3,ETRURIA VALLEY OFFICE VILLAGE,ST1 5RU,53.02847804,-2.160333137,"1,488.37",Concrete,"Good to Average, Air Conditioned",2000  -  2009,Office,3,,Not BSAHI,0160-0310-9009-4220-5092,'640053290000,E,101,,,,,,1403,74,47,,"$370,157.00 ",$248.70 ,$264.00 ,"$5,002.00 ",,19,"242,502.00",703,,130,1.76,,,
Central Civil Estate,Crown Prosecution Service,CPS - STAFFORDSHIRE,West Midlands,815812,815812,2 Parker Court,PARKER COURT,ST18 0ZE,52.81759391,-2.087026878,953.5,Not Known,"Good to Average, Air Conditioned",2000  -  2009,Office,,,Not BSAHI,0810-0910-5809-9320-8092,'190889350000,C,70,,,,,,947,58,38,,"$217,374.00 ",$227.97 ,$230.00 ,"$3,748.00 ",,16.3,"130,821.00",307,,70,1.21,,,
Central Civil Estate,Crown Prosecution Service,CPS - SUFFOLK,East of England,639593,639593,St Vincent House Floors 5-7,ST. PETERS STREET,IP1 1UR,52.05403848,1.152779351,"1,499.43",Not Known,Standard Office Building,Unknown,Office,,,Not BSAHI,0810-0818-9430-2502-2096,'123428590000,E,102,,,,,,1499,63,46,,"$458,579.00 ",$305.84 ,$306.00 ,"$7,279.00 ",,23.8,,,,,,,,
Central Civil Estate,Crown Prosecution Service,CPS - SURREY,South East,816876,816876,Gateway Guildford,POWER CLOSE,GU1 1EJ,51.24523514,-0.577534307,"1,326.00",Concrete,"Good to Average, Air Conditioned",2000  -  2009,Office,1,,Not BSAHI,9200-1910-0120-0840-3090,'192103400000,G,9999,,,,,,788,77,63,,"$692,386.00 ",$522.16 ,$879.00 ,"$8,992.00 ",,10.2,,,,,,,,
Central Civil Estate,Crown Prosecution Service,CPS - SUSSEX,South East,577363,577363,185 Dyke Road LGND-2ND FLR FRONT,DYKE ROAD,BN3 1TL,50.8330833,-0.150050938,"1,105.88",Not Known,Not Known,Unknown,Office,,,Not BSAHI,9200-4958-0190-8180-6070,'479586880000,D,78,,,,,,990,104,83,,"$379,554.00 ",$343.21 ,$383.00 ,"$3,650.00 ",,9.5,"121,230.00",,,65,0.63,,,
Central Civil Estate,Crown Prosecution Service,CPS - THAMES VALLEY,South East,711537,711537,GEMINI ONE,OXFORD BUSINESS PARK,OX4 2LL,51.72911267,-1.207807807,"1,089.57",Concrete,"Good to Average, Air Conditioned",2000  -  2009,Office,,,Not BSAHI,9762-1040-0801-0590-1221,'721825460000,G,9999,,,,,,1088,71,48,,"$543,181.00 ",$498.53 ,$499.00 ,"$7,650.00 ",,15.3,,,,,,,,
Central Civil Estate,Crown Prosecution Service,CPS - WEST MERCIA,West Midlands,108647,1,Lakeside House,HOLSWORTH PARK,SY3 5HJ,52.71501895,-2.798251094,613.6,Concrete,Top Quality but NOT Air Conditioned,1990  -  1999,Office,2,,Not BSAHI,,,,,,,,,,613,53,33,,"$154,044.00 ",$251.05 ,$251.00 ,"$2,906.00 ",,11.6,"170,577.00",400,"15,510",61,1.15,56.699,,
Central Civil Estate,Crown Prosecution Service,CPS - WEST MERCIA,West Midlands,197405,1,ARTILLERY HOUSE,HERITAGE WAY,WR9 8YB,52.26578326,-2.152551897,"1,665.00",Concrete,"Top Quality, Air Conditioned",1990  -  1999,Office,,,,0548-1009-0581-0790-9501,'581557040000,D,91,,,,,,1665,85,64,,"$367,191.00 ",$220.54 ,$221.00 ,"$4,320.00 ",,19.6,"273,014.00",728,,95,1.12,,,
Central Civil Estate,Crown Prosecution Service,CPS - WEST MIDLANDS,West Midlands,177171,177171,Friars House,WARWICK ROAD,CV1 2TE,52.40362738,-1.513413979,"4,457.40",Concrete,"Good to Average, Air Conditioned",1980  -  1989,Office,7,,Not BSAHI,0830-0318-3330-8092-2096,'383323030000,E,114,,,,,,1911,86,66,,"$1,410,522.00 ",$316.45 ,$738.00 ,"$16,401.00 ",,22.2,,,,,,,,
Central Civil Estate,Crown Prosecution Service,CPS - WEST MIDLANDS,West Midlands,227801,1,COLMORE GATE,COLMORE ROW,B3 2QA,52.48199583,-1.896823946,"4,505.59",Not Known,Top Quality but NOT Air Conditioned,1990  -  1999,Office,,,Not BSAHI,9550-1060-0504-0590-1225,'504525650000,C,57,,,,,,4511,270,183,,"$2,380,773.00 ",$528.40 ,$528.00 ,"$8,818.00 ",,16.7,"437,673.00",,,235,0.87,,,
Central Civil Estate,Crown Prosecution Service,CPS - WEST YORKSHIRE,Yorkshire and the Humber,171429,171429,JEFFERSON HOUSE,PARK PLACE,LS1 2SZ,53.79770526,-1.553483805,"2,698.00",Not Known,"Good to Average, Air Conditioned",Unknown,Office,,,Not BSAHI,9377-1060-0706-0490-8221,'376724670000,F,141,,,,,,2281,206,157,,"$1,040,985.00 ",$385.84 ,$456.00 ,"$5,053.00 ",,11.1,"1,043,818.00",902,,561,2.72,,,
Central Civil Estate,Crown Prosecution Service,CPS - WEST YORKSHIRE,Yorkshire and the Humber,194622,1,WINDSOR HOUSE,MANCHESTER ROAD,BD5 0QH,53.78856512,-1.757139128,"1,251.00",Not Known,Top Quality but NOT Air Conditioned,1990  -  1999,Office,,,Not BSAHI,0190-0610-3109-1220-4096,'910146230000,G,154,,,,,,1251,97,81,,"$368,952.00 ",$294.93 ,$295.00 ,"$3,804.00 ",,12.9,"358,777.00",1558,,131,1.35,,,
Central Civil Estate,Crown Prosecution Service,CPS - WEST YORKSHIRE,Yorkshire and the Humber,199548,1,Units 4 and 5 South Parade,SOUTH PARADE,WF1 1LR,53.68015641,-1.498408254,"1,930.48",Not Known,Top Quality but NOT Air Conditioned,1980  -  1989,Office,2,,Not BSAHI,0890-0410-7519-2820-4096,'921544870000,D,77,,,,,,710,46,49,,"$403,110.00 ",$208.81 ,$568.00 ,"$8,763.00 ",,15.4,"395,020.00",1686,,114,2.47,,,
Central Civil Estate,Crown Prosecution Service,CPS - WILTSHIRE,South West,235325,1,FOX TALBOT HOUSE,BELLINGER CLOSE,SN15 1BN,51.47285668,-2.122762886,"1,108.50",Not Known,Top Quality but NOT Air Conditioned,1980  -  1989,Office,,,,9200-1956-0170-1160-2060,'167562610000,G,9999,,,,,,1108,53,37,,"$403,764.00 ",$364.24 ,$364.00 ,"$7,618.00 ",,20.9,"74,229.00",,,40,0.75,,,
Central Civil Estate,"Department for Business, Innovation and Skills",BIS - ADVISORY CONCILIATION AND ARBITRATION SERVICE,North East,101690,INNEW,"Ground, First & Second Floors",WESTGATE ROAD,NE1 4XX,54.97023649,-1.617762241,879,Not Known,Standard Office Building,Unknown,Office,,,Not BSAHI,,,,,,,,,,879,61,66,,"$337,684.00 ",$384.17 ,$384.00 ,"$5,536.00 ",,14.4,"154,098.00",,,83,1.36,,,
Central Civil Estate,"Department for Business, Innovation and Skills",BIS - ADVISORY CONCILIATION AND ARBITRATION SERVICE,South East,201084,INFLE,Ground Floor,WATERFRONT BUSINESS PARK,GU51 3QT,51.28823396,-0.831712651,434.97,Concrete,"Good to Average, Air Conditioned",2000  -  2009,Office,1,,Not BSAHI,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central Civil Estate,"Department for Business, Innovation and Skills",BIS - ADVISORY CONCILIATION AND ARBITRATION SERVICE,South West,378971,INBRI,"Ground, First & Second Floors",WELSH BACK,BS1 4SB,51.45074255,-2.592459661,"1,092.00",Concrete,Standard Office Building,Unknown,Office,3,,Not BSAHI,0760-0610-3579-6592-1096,'667516530000,B,50,,,,,,1092,50,55,,"$450,057.00 ",$412.14 ,$412.00 ,"$8,947.00 ",,21.7,"217,430.00",1049,,57,1.14,,,
Central Civil Estate,"Department for Business, Innovation and Skills",BIS - ADVISORY CONCILIATION AND ARBITRATION SERVICE,Scotland,413682,INGLA,First & Second Floors,WEST GEORGE STREET,G2 2JJ,55.86221545,-4.257322553,"1,319.50",Not Known,Not Known,Unknown,Office,,,Not BSAHI,,,,,,,,,,1320,68,83,,"$680,596.00 ",$515.80 ,$516.00 ,"$10,038.00 ",,19.5,,,,,,,,
Central Civil Estate,"Department for Business, Innovation and Skills",BIS - ADVISORY CONCILIATION AND ARBITRATION SERVICE,East of England,572431,INBUR,Ground & First Floors,"KEMPSON WAY, SUFFOLK BUSINESS PARK",IP32 7AR,52.24200297,0.751263327,634.34,Concrete,"Good to Average, Air Conditioned",2000  -  2009,Office,1,,Not BSAHI,,,,,,,,,,634,30,34,,"$198,836.00 ",$313.45 ,$313.00 ,"$6,628.00 ",,21.1,"74,076.00",1413,,40,1.33,,,
Central Civil Estate,"Department for Business, Innovation and Skills",BIS - ADVISORY CONCILIATION AND ARBITRATION SERVICE,East Midlands,574064,INAND,"Basement, Ground & First Floors",CLINTON AVENUE,NG5 1AW,52.97194985,-1.15540728,329.98,Not Known,Not Known,Unknown,Office,,,Not BSAHI,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central Civil Estate,"Department for Business, Innovation and Skills",BIS - ADVISORY CONCILIATION AND ARBITRATION SERVICE,London,621605,INLON,22nd & 23rd Floors,EUSTON ROAD,NW1 3JJ,51.52523621,-0.139303901,"1,844.00",Not Known,Standard Office Building,Unknown,Office,2,,Not BSAHI,9920-3996-0120-4480-0040,'342960840000,E,110,,,,,,1844,177,168,,"$1,522,791.00 ",$825.81 ,$826.00 ,"$8,598.00 ",,10.4,"223,824.00",,,120,0.68,,,
Central Civil Estate,"Department for Business, Innovation and Skills",BIS - ADVISORY CONCILIATION AND ARBITRATION SERVICE,Yorkshire and the Humber,638453,INLEE,Part First Floor,ALBION STREET,LS2 8ER,53.80064986,-1.54537525,976,Not Known,Standard Office Building,Unknown,Office,,,Not BSAHI,,,,,,,,,,976,57,62,,"$443,790.00 ",$454.70 ,$455.00 ,"$7,786.00 ",,17.1,"91,150.00",,,49,0.86,,,
Central Civil Estate,"Department for Business, Innovation and Skills",BIS - ADVISORY CONCILIATION AND ARBITRATION SERVICE,Wales,816927,INCAR,Part Third Floor,TRESILLIAN TERRACE,CF10 5BF,51.47250425,-3.17535221,558,Not Known,Standard Office Building,Unknown,Office,,,Not BSAHI,,,,,9901-1045-9338-8473-6220,816927,13-Jan-09,C,62,558,34,40,,"$236,754.00 ",$424.29 ,$424.00 ,"$6,963.00 ",,16.4,"114,432.00",,,61,1.81,,,
Central Civil Estate,"Department for Business, Innovation and Skills",BIS - ADVISORY CONCILIATION AND ARBITRATION SERVICE,Wales,838290,INWRE,Office F5,WREXHAM TECHNOLOGY PARK,LL13 7YP,53.04837944,-3.014170112,30,Not Known,"Good to Average, Air Conditioned",Unknown,Office,,,Grade 1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central Civil Estate,"Department for Business, Innovation and Skills",BIS - ARTS & HUMANITIES RESEARCH COUNCIL,South West,721839,01 AHRC,POLARIS HOUSE AHRC,NORTH STAR AVENUE,SN2  1EU,51.56666731,-1.785029443,850.3,Not Known,Not Known,Unknown,Office,,,Not BSAHI,9727-1000-0804-0890-2995,'774898020000,F,129,,,,,,,,,,,,,,,,,,,,,,,
Central Civil Estate,"Department for Business, Innovation and Skills",BIS - BIOTECHNOLOGY & BIOLOGICAL  SCIENCES RESEARCH COUNCIL,East of England,286502,SURPLUS SITE,FORMER RESEARCH BUILDINGS,,PE28 2BZ,52.33326726,-0.099633033,"18,055.00",Not Known,Specialised,Unknown,Specialist,,,Not BSAHI,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central Civil Estate,"Department for Business, Innovation and Skills",BIS - BIOTECHNOLOGY & BIOLOGICAL  SCIENCES RESEARCH COUNCIL,East of England,351627,BAB001,BABRAHAM LABORATORY,A1307,CB22 3AT,52.13250163,0.205667734,"61,795.00",Not Known,Specialised,Unknown,Specialist,,,Not BSAHI,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central Civil Estate,"Department for Business, Innovation and Skills",BIS - BIOTECHNOLOGY & BIOLOGICAL  SCIENCES RESEARCH COUNCIL,South East,375697,IAH001,IAH COMPTON,HIGH STREET,RG20 7NN,51.51734637,-1.254591925,"77,228.00",Not Known,Specialised,Unknown,Specialist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central Civil Estate,"Department for Business, Innovation and Skills",BIS - BIOTECHNOLOGY & BIOLOGICAL  SCIENCES RESEARCH COUNCIL,South East,511360,PIRBRIGHT LABORATORY,RESEARCH CENTRE,ASH ROAD,GU24 0NF,51.28030114,-0.635338707,"20,944.00",Not Known,Specialised,Unknown,Specialist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central Civil Estate,"Department for Business, Innovation and Skills",BIS - BIOTECHNOLOGY & BIOLOGICAL  SCIENCES RESEARCH COUNCIL,Wales,573817,RESEARCH SITE,RESEARCH CENTRE,JUNCTION OF B4340 & B4575,SY23 3EB,52.43356116,-4.01733478,"22,025.00",Not Known,Specialised,Unknown,Specialist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central Civil Estate,"Department for Business, Innovation and Skills",BIS - BIOTECHNOLOGY & BIOLOGICAL  SCIENCES RESEARCH COUNCIL,Scotland,614583,FARM & RESEARCH BUILDINGS,SKEDSBUSH FARM,,EH41 4JP,55.8824032,-2.782014665,"2,498.00",Not Known,Specialised,Unknown,Specialist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central Civil Estate,"Department for Business, Innovation and Skills",BIS - BIOTECHNOLOGY & BIOLOGICAL  SCIENCES RESEARCH COUNCIL,Scotland,678256,RESEARCH SITE,RESEARCH CENTRE,,EH25 9PS,55.86252718,-3.152471725,"12,933.00",Not Known,Specialised,Unknown,Specialist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central Civil Estate,"Department for Business, Innovation and Skills",BIS - BIOTECHNOLOGY & BIOLOGICAL  SCIENCES RESEARCH COUNCIL,South West,721839,01 BBSR,POLARIS HOUSE BBSRC,NORTH STAR AVENUE,SN2  1EU,51.56666731,-1.785029443,"2,768.80",Not Known,Not Known,Unknown,Office,,,Not BSAHI,,,,,,,,,,2379,196,256,,"$327,623.00 ",$118.33 ,$138.00 ,"$1,672.00 ",,12.1,"872,484.00",2708,,382,1.95,,,
Central Civil Estate,"Department for Business, Innovation and Skills",BIS - BIOTECHNOLOGY & BIOLOGICAL  SCIENCES RESEARCH COUNCIL,South West,759611,RESEARCH SITE,RESEARCH CENTRE,OFF A3124,EX20 2SB,50.76950144,-3.901284802,"10,889.00",Not Known,Specialised,Unknown,Specialist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central Civil Estate,"Department for Business, Innovation and Skills",BIS - BIOTECHNOLOGY & BIOLOGICAL  SCIENCES RESEARCH COUNCIL,East of England,856852,Norwich Research Campus,Norwich Research Park,COLNEY LANE,NR4 7UT,52.62381194,1.224531976,"20,153.00",Not Known,Specialised,Unknown,Laboratory,,,Not BSAHI,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central Civil Estate,"Department for Business, Innovation and Skills",BIS - COMPANIES HOUSE,Wales,100326,1,COMPANIES HOUSE,CROWN WAY,CF14 3UZ,51.5002815,-3.187722031,"19,430.01",Concrete,"Average, NOT Air Conditioned, Good but Older",1970  -  1979,Office,5,,Not BSAHI,0820-0419-6369-7002-1002,'276314060000,D,76,,,,,,12112,771,1168,,"$1,811,276.00 ",$93.22 ,$150.00 ,"$2,349.00 ",,15.7,"2,517,030.00",3472,157,1077,1.4,0.05,,
Central Civil Estate,"Department for Business, Innovation and Skills",BIS - COMPANIES HOUSE,Wales,100326,Annex / Crown Way,REPOSITORY / BASEMENT,CROWN WAY,CF14 3UZ,51.5002815,-3.187722031,"8,045.41",Other,Storage  -  Permanent,1970  -  1979,Storage,2,,,0820-0419-6369-7002-1002,'276314060000,D,76,,,,,,,,,,,,,,,,,,,,,,,
Central Civil Estate,"Department for Business, Innovation and Skills",BIS - COMPANIES HOUSE,Wales,100326,MAIN ENTRANCE AREA,NON SECURE BLOCK,CROWN WAY,CF14 3UZ,51.5002815,-3.187722031,"1,307.55",Concrete,"Average, NOT Air Conditioned, Good but Older",1970  -  1979,Mixed Use,1,,,0820-0419-6369-7002-1002,'276314060000,D,76,,,,,,,,,,,,,,,,,,,,,,,
Central Civil Estate,"Department for Business, Innovation and Skills",BIS - COMPANIES HOUSE,Scotland,816941,EDIN/1,Edinburgh Quay 2,FOUNTAINBRIDGE,EH3 9FF,55.94511357,-3.197611944,725,Concrete,"Top Quality, Air Conditioned",2000  -  2009,Office,,,,,,,,,816941,20-Nov-09,A,23,725,33,43,,"$139,811.00 ",$192.84 ,$193.00 ,"$4,237.00 ",,22,"56,188.00",,,30,0.91,,,
Central Civil Estate,"Department for Business, Innovation and Skills",BIS - COMPANIES HOUSE,Northern Ireland,821418,CH/BELF/01,The Linenhal,LINENHALL,BT2 8BG,53.25763405,-2.992686545,560,Concrete,"Top Quality, Air Conditioned",2000  -  2009,Office,7,,Not BSAHI,,,,,9920-9026-0311-5532-9040,9.42E+11,23-Dec-09,C,73,,,,,,,,,,,,,,,,,,
Central Civil Estate,"Department for Business, Innovation and Skills",BIS - COMPETITION COMMISSION,London,445918,Victoria House,VICTORIA HOUSE (CC),SOUTHAMPTON ROW,WC1B 4AD,51.5192261,-0.122180065,"1,642.00",Concrete,"Top Quality, Air Conditioned",Unknown,Office,1,01-Jan-02,Not BSAHI,,,,,,,,,,1642,130,130,"$1,809,499 ","$1,576,944.00 ",$960.38 ,$960.00 ,"$12,130.00 ","$13,919 ",12.6,"938,031.00",2648,,355,2.73,,,
Central Civil Estate,"Department for Business, Innovation and Skills",BIS - COMPETITION COMMISSION,London,445918,CC COURT,CC COURT SPACE,SOUTHAMPTON ROW,WC1B 4AD,51.5192261,-0.122180065,"1,129.00",Not Known,Specialised,Unknown,Court/Tribunal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central Civil Estate,"Department for Business, Innovation and Skills",BIS - COMPETITION COMMISSION,London,445918,Racking Space,ARCHIVE RACKING SPACE,SOUTHAMPTON ROW,WC1B 4AD,51.5192261,-0.122180065,489,Concrete,Storage  -  Permanent,Unknown,Storage,,,,,'107501950000, ,,,,,,,,,,,,,,,,,,,,,,,,
Central Civil Estate,"Department for Business, Innovation and Skills",BIS - COMPETITION COMMISSION,London,445918,CC/Cafe,CC SHARED CAFE,SOUTHAMPTON ROW,WC1B 4AD,51.5192261,-0.122180065,249,Not Known,Specialised,Unknown,Specialist,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central Civil Estate,"Department for Business, Innovation and Skills",BIS - COMPETITION COMMISSION,London,445918,CC/7/CS,CC 7th FLOOR COMMON SPACE,SOUTHAMPTON ROW,WC1B 4AD,51.5192261,-0.122180065,168.5,Not Known,Specialised,1900  -  1925,Mixed Use,,,Not BSAHI,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central Civil Estate,"Department for Business, Innovation and Skills",BIS - CONSTRUCTION INDUSTRY TRAINING BOARD,South West,277693,CSkills12,Exeter Office,RYDON LANE,EX2 5AZ,50.70910536,-3.487768887,157.98,Not Known,"Average, NOT Air Conditioned, Good but Older",Unknown,Office,,,Not BSAHI,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central Civil Estate,"Department for Business, Innovation and Skills",BIS - CONSTRUCTION INDUSTRY TRAINING BOARD,South East,442804,CSkills9,Eastleigh Office,UPPER MARKET STREET,SO50 9FD,50.97012104,-1.35145376,575.5,Not Known,"Average, NOT Air Conditioned, Good but Older",Unknown,Office,,,Not BSAHI,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central Civil Estate,"Department for Business, Innovation and Skills",BIS - CONSTRUCTION INDUSTRY TRAINING BOARD,East of England,816887,CSkills15,CSkills - Cambridge,CHIVERS WAY,CB24 9AD,52.24366006,0.109839767,100,Not Known,"Good to Average, Air Conditioned",Unknown,Office,,,Not BSAHI,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central Civil Estate,"Department for Business, Innovation and Skills",BIS - CONSTRUCTION INDUSTRY TRAINING BOARD,East of England,818675,SWIMMING POOL,36,,PE31 6RH,52.87219636,0.656294585,788,Not Known,Specialised,Unknown,Other,,,Not BSAHI,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central Civil Estate,"Department for Business, Innovation and Skills",BIS - CONSTRUCTION INDUSTRY TRAINING BOARD,East of England,818675,Nor130,BUILDING 130,,PE31 6RH,52.87219636,0.656294585,996,Not Known,"Average, NOT Air Conditioned, Good but Older",Unknown,Office,,,Not BSAHI,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central Civil Estate,"Department for Business, Innovation and Skills",BIS - CONSTRUCTION INDUSTRY TRAINING BOARD,East of England,818675,Nor/1,Admin 1,,PE31 6RH,52.87219636,0.656294585,798,Concrete,"Average, NOT Air Conditioned, Good but Older",1926  -  1949,Office,3,,Not BSAHI,,,,,,,,,,,,,,,,,,,,,,,,,,,
